"","v4_gene_model","v3_gene_model","V1"
"29108","Zm00001d033454","GRMZM2G039373","MSTRG.7377"
"29110","Zm00001d033455","GRMZM2G039639","MSTRG.7384"
"29111","Zm00001d033456","GRMZM2G398423","MSTRG.7386"
"29112","Zm00001d033457","GRMZM2G108766","MSTRG.7387"
"29115","Zm00001d033459","GRMZM2G108861","MSTRG.7385"
"29117","Zm00001d033462","GRMZM2G407969","MSTRG.7390"
"29118","Zm00001d033464","GRMZM2G447151","MSTRG.7394"
"29119","Zm00001d033465","GRMZM2G146143","MSTRG.7395"
"29120","Zm00001d033466","GRMZM2G447176","MSTRG.7396"
"29124","Zm00001d033467","AY542798.1_FG003","MSTRG.7397"
"29125","Zm00001d033468","GRMZM2G704005","MSTRG.7398"
"29126","Zm00001d033469","GRMZM2G359127","MSTRG.7399"
"29127","Zm00001d033470","GRMZM2G303426","MSTRG.7400"
"29128","Zm00001d033471","GRMZM2G149219","MSTRG.7402"
"29130","Zm00001d033472","GRMZM2G149238","MSTRG.7403"
"29134","Zm00001d033473","GRMZM2G134398","MSTRG.7391"
"29139","Zm00001d033475","GRMZM2G134450","MSTRG.7405"
"29140","Zm00001d033477","GRMZM2G081910","MSTRG.7425"
"29141","Zm00001d033478","GRMZM2G081822","MSTRG.7426"
"29142","Zm00001d033479","GRMZM2G154151","MSTRG.7427"
"29143","Zm00001d033480","GRMZM2G165747","MSTRG.7422"
"29146","Zm00001d033482","GRMZM2G176605","MSTRG.7429"
"29147","Zm00001d033483","GRMZM2G169372","MSTRG.7432"
"29148","Zm00001d033484","GRMZM2G169432","MSTRG.7433"
"29151","Zm00001d033487","GRMZM2G137308","MSTRG.7435"
"29152","Zm00001d033488","GRMZM2G436429","MSTRG.7436"
"29153","Zm00001d033489","GRMZM2G038677","MSTRG.7437"
"29157","Zm00001d033490","GRMZM2G043417","MSTRG.7438"
"29159","Zm00001d033492","GRMZM2G088083","MSTRG.7441"
"29160","Zm00001d033493","GRMZM2G092433","MSTRG.7431"
"29163","Zm00001d033494","GRMZM2G340749","MSTRG.7443"
"29164","Zm00001d033495","GRMZM5G849971","MSTRG.7444"
"29165","Zm00001d033496","GRMZM2G478568","MSTRG.7442"
"29167","Zm00001d033497","GRMZM2G330453","MSTRG.7446"
"29177","Zm00001d033502","GRMZM2G093855","MSTRG.7448"
"29181","Zm00001d033503","AC177897.2_FG002","MSTRG.7449"
"29182","Zm00001d033504","GRMZM2G134976","MSTRG.7450"
"29185","Zm00001d033505","GRMZM2G134982","MSTRG.7445"
"29191","Zm00001d033507","GRMZM2G353497","MSTRG.7406"
"29192","Zm00001d033508","GRMZM2G085873","MSTRG.7411"
"29193","Zm00001d033509","GRMZM2G390998","MSTRG.7412"
"29194","Zm00001d033510","GRMZM2G146616","MSTRG.7410"
"29197","Zm00001d033511","GRMZM2G083783","MSTRG.7416"
"29198","Zm00001d033517","GRMZM2G467893","MSTRG.7408"
"29199","Zm00001d033527","GRMZM2G420436","MSTRG.7468"
"29202","Zm00001d033528","GRMZM2G104542","MSTRG.7471"
"29205","Zm00001d033529","GRMZM2G104501","MSTRG.7469"
"29206","Zm00001d033530","AC196156.3_FG003","MSTRG.7475"
"29207","Zm00001d033532","GRMZM2G420121","MSTRG.7477"
"29208","Zm00001d033533","GRMZM2G412150","MSTRG.7477"
"29211","Zm00001d033535","GRMZM2G028379","MSTRG.7454"
"29212","Zm00001d033539","GRMZM2G075974","MSTRG.7480"
"29213","Zm00001d033541","GRMZM2G060070","MSTRG.7481"
"29214","Zm00001d033544","GRMZM2G133633","MSTRG.7485"
"29216","Zm00001d033545","GRMZM2G072898","MSTRG.7486"
"29217","Zm00001d033549","GRMZM2G388911","MSTRG.7483"
"29218","Zm00001d033551","GRMZM2G101856","MSTRG.7492"
"29219","Zm00001d033553","GRMZM2G068476","MSTRG.7494"
"29221","Zm00001d033554","GRMZM2G146965","MSTRG.7479"
"29224","Zm00001d033555","GRMZM2G448446","MSTRG.7499"
"29225","Zm00001d033556","GRMZM2G147145","MSTRG.7501"
"29226","Zm00001d033557","GRMZM2G080764","MSTRG.7503"
"29227","Zm00001d033558","GRMZM2G080725","MSTRG.7504"
"29228","Zm00001d033559","GRMZM2G063503","MSTRG.7506"
"29230","Zm00001d033563","GRMZM2G351304","MSTRG.7509"
"29236","Zm00001d033564","GRMZM2G050085","MSTRG.7505"
"29237","Zm00001d033566","GRMZM2G351232","MSTRG.7511"
"29238","Zm00001d033567","GRMZM2G363813","MSTRG.7513"
"29239","Zm00001d033568","GRMZM2G063133","MSTRG.7513"
"29240","Zm00001d033569","AC190498.1_FG007","MSTRG.7516"
"29241","Zm00001d033571","GRMZM2G063291","MSTRG.7512"
"29242","Zm00001d033572","GRMZM2G063298","MSTRG.7519"
"29244","Zm00001d033573","AC203019.3_FG001","MSTRG.7520"
"29245","Zm00001d033574","GRMZM2G038217","MSTRG.7522"
"29248","Zm00001d033575","GRMZM2G094698","MSTRG.7523"
"29252","Zm00001d033578","GRMZM2G113569","MSTRG.7496"
"29253","Zm00001d033579","GRMZM2G085116","MSTRG.7497"
"29254","Zm00001d033580","GRMZM2G024131","MSTRG.7528"
"29255","Zm00001d033583","GRMZM2G122018","MSTRG.7530"
"29256","Zm00001d033584","AC208113.3_FG009","MSTRG.7531"
"29257","Zm00001d033589","GRMZM2G079915","MSTRG.7535"
"29258","Zm00001d033590","GRMZM2G079850","MSTRG.7536"
"29261","Zm00001d033591","GRMZM2G079668","MSTRG.7527"
"29262","Zm00001d033592","GRMZM2G079619","MSTRG.7538"
"29263","Zm00001d033594","GRMZM2G097109","MSTRG.7540"
"29266","Zm00001d033595","GRMZM2G097137","MSTRG.7541"
"29267","Zm00001d033596","GRMZM2G097164","MSTRG.7529"
"29268","Zm00001d033597","GRMZM2G397836","MSTRG.7542"
"29270","Zm00001d033600","GRMZM2G704021","MSTRG.7546"
"29271","Zm00001d033602","GRMZM2G091964","MSTRG.7525"
"29273","Zm00001d033603","GRMZM2G132028","MSTRG.7549"
"29274","Zm00001d033605","GRMZM2G159149","MSTRG.7551"
"29275","Zm00001d033606","GRMZM5G856436","MSTRG.7552"
"29276","Zm00001d033607","GRMZM2G468740","MSTRG.7553"
"29277","Zm00001d033610","GRMZM2G180979","MSTRG.7556"
"29281","Zm00001d033611","GRMZM2G180982","MSTRG.7557"
"29282","Zm00001d033612","GRMZM2G480954","MSTRG.7547"
"29284","Zm00001d033615","GRMZM2G027797","MSTRG.7560"
"29286","Zm00001d033616","GRMZM2G323838","MSTRG.7561"
"29287","Zm00001d033618","GRMZM2G423972","MSTRG.7603"
"29288","Zm00001d033619","GRMZM2G123204","MSTRG.7603"
"29291","Zm00001d033620","GRMZM2G123159","MSTRG.7604"
"29295","Zm00001d033621","GRMZM2G123128","MSTRG.7603"
"29296","Zm00001d033624","GRMZM2G109056","MSTRG.7607"
"29301","Zm00001d033625","GRMZM2G009368","MSTRG.7610"
"29303","Zm00001d033627","GRMZM5G812580","MSTRG.7611"
"29304","Zm00001d033629","GRMZM2G141834","MSTRG.7612"
"29305","Zm00001d033632","GRMZM2G033619","MSTRG.7613"
"29306","Zm00001d033633","GRMZM2G033787","MSTRG.7614"
"29307","Zm00001d033634","GRMZM2G036505","MSTRG.7616"
"29310","Zm00001d033635","GRMZM2G036640","MSTRG.7618"
"29312","Zm00001d033637","GRMZM2G037152","MSTRG.7615"
"29313","Zm00001d033640","GRMZM2G037164","MSTRG.7623"
"29315","Zm00001d033641","GRMZM2G031022","MSTRG.7625"
"29317","Zm00001d033642","GRMZM2G073668","MSTRG.7626"
"29320","Zm00001d033644","GRMZM5G883222","MSTRG.7608"
"29321","Zm00001d033645","GRMZM5G810275","MSTRG.7629"
"29322","Zm00001d033647","GRMZM2G002687","MSTRG.7631"
"29323","Zm00001d033648","GRMZM2G002699","MSTRG.7632"
"29324","Zm00001d033649","GRMZM2G118003","MSTRG.7635"
"29326","Zm00001d033651","AC217401.3_FG002","MSTRG.7638"
"29327","Zm00001d033652","AC217401.3_FG003","MSTRG.7628"
"29328","Zm00001d033654","GRMZM2G346263","MSTRG.7643"
"29333","Zm00001d033657","GRMZM2G400092","MSTRG.7647"
"29334","Zm00001d033658","GRMZM2G042133","MSTRG.7649"
"29335","Zm00001d033658","GRMZM2G042133","MSTRG.7648"
"29336","Zm00001d033663","GRMZM2G453296","MSTRG.7565"
"29338","Zm00001d033664","GRMZM2G153706","MSTRG.7566"
"29340","Zm00001d033665","GRMZM2G153476","MSTRG.7567"
"29344","Zm00001d033666","GRMZM2G153444","MSTRG.7567"
"29345","Zm00001d033668","GRMZM2G143160","MSTRG.7568"
"29346","Zm00001d033669","GRMZM2G147332","MSTRG.7569"
"29347","Zm00001d033670","GRMZM2G062045","MSTRG.7571"
"29352","Zm00001d033671","GRMZM2G469224","MSTRG.7573"
"29353","Zm00001d033673","AC233950.1_FG002","MSTRG.7578"
"29354","Zm00001d033674","GRMZM2G704032","MSTRG.7576"
"29360","Zm00001d033675","GRMZM2G093849","MSTRG.7585"
"29368","Zm00001d033680","GRMZM2G144744","MSTRG.7582"
"29370","Zm00001d033682","GRMZM5G819320","MSTRG.7583"
"29371","Zm00001d033684","GRMZM2G086003","MSTRG.7591"
"29373","Zm00001d033685","GRMZM2G386856","Zm00001d033685"
"29374","Zm00001d033691","GRMZM2G052701","MSTRG.7595"
"29375","Zm00001d033699","GRMZM5G842877","MSTRG.7600"
"29376","Zm00001d033703","AC197835.3_FG001","MSTRG.7656"
"29377","Zm00001d033704","GRMZM2G057394","MSTRG.7652"
"29379","Zm00001d033705","GRMZM2G041770","MSTRG.7657"
"29387","Zm00001d033706","GRMZM2G041818","MSTRG.7658"
"29389","Zm00001d033707","GRMZM2G042040","MSTRG.7659"
"29390","Zm00001d033708","GRMZM2G042398","MSTRG.7655"
"29391","Zm00001d033709","GRMZM2G004012","MSTRG.7661"
"29392","Zm00001d033710","GRMZM2G004106","MSTRG.7662"
"29393","Zm00001d033713","GRMZM2G558078","MSTRG.7667"
"29394","Zm00001d033714","GRMZM2G132958","MSTRG.7660"
"29395","Zm00001d033717","GRMZM2G025648","MSTRG.7671"
"29396","Zm00001d033718","GRMZM2G100650","MSTRG.7672"
"29397","Zm00001d033719","GRMZM2G144346","MSTRG.7673"
"29401","Zm00001d033722","GRMZM2G329484","MSTRG.7675"
"29402","Zm00001d033726","GRMZM5G865999","MSTRG.7680"
"29403","Zm00001d033727","GRMZM5G800853","MSTRG.7681"
"29404","Zm00001d033728","GRMZM5G894862","MSTRG.7682"
"29405","Zm00001d033729","GRMZM5G899865","MSTRG.7683"
"29406","Zm00001d033731","GRMZM5G814549","MSTRG.7684"
"29407","Zm00001d033732","GRMZM2G009442","MSTRG.7685"
"29408","Zm00001d033734","GRMZM2G010054","MSTRG.7687"
"29412","Zm00001d033738","GRMZM2G127656","MSTRG.7689"
"29416","Zm00001d033740","AC186684.4_FG001","MSTRG.7690"
"29417","Zm00001d033741","GRMZM2G022787","MSTRG.7691"
"29418","Zm00001d033744","GRMZM2G022859","MSTRG.7694"
"29420","Zm00001d033745","GRMZM2G023110","MSTRG.7693"
"29425","Zm00001d033746","GRMZM2G023289","MSTRG.7695"
"29428","Zm00001d033747","GRMZM2G024104","MSTRG.7696"
"29431","Zm00001d033748","GRMZM2G025048","MSTRG.7697"
"29433","Zm00001d033749","GRMZM2G066749","MSTRG.7698"
"29440","Zm00001d033750","GRMZM2G155323","MSTRG.7700"
"29441","Zm00001d033751","GRMZM2G126019","MSTRG.7704"
"29442","Zm00001d033752","GRMZM2G126032","MSTRG.7706"
"29444","Zm00001d033753","GRMZM2G126038","MSTRG.7707"
"29447","Zm00001d033754","GRMZM2G126049","MSTRG.7708"
"29448","Zm00001d033764","GRMZM5G881950","MSTRG.7710"
"29449","Zm00001d033766","GRMZM2G127559","MSTRG.7713"
"29450","Zm00001d033767","GRMZM2G127521","MSTRG.7714"
"29451","Zm00001d033772","GRMZM2G339452","MSTRG.7719"
"29452","Zm00001d033775","GRMZM2G000622","MSTRG.7720"
"29453","Zm00001d033776","GRMZM2G176735","MSTRG.7739"
"29454","Zm00001d033777","GRMZM2G137788","MSTRG.7744"
"29458","Zm00001d033778","GRMZM2G149315","MSTRG.7745"
"29459","Zm00001d033780","GRMZM2G044569","MSTRG.7743"
"29466","Zm00001d033781","GRMZM2G044898","MSTRG.7748"
"29467","Zm00001d033782","GRMZM2G457346","MSTRG.7749"
"29468","Zm00001d033783","GRMZM2G155738","MSTRG.7751"
"29469","Zm00001d033786","GRMZM2G155767","MSTRG.7755"
"29471","Zm00001d033787","GRMZM2G046849","MSTRG.7756"
"29472","Zm00001d033788","GRMZM2G046966","MSTRG.7757"
"29473","Zm00001d033790","GRMZM2G047055","MSTRG.7758"
"29474","Zm00001d033791","GRMZM2G423423","MSTRG.7759"
"29475","Zm00001d033792","GRMZM2G059981","MSTRG.7752"
"29476","Zm00001d033793","GRMZM2G059964","MSTRG.7761"
"29477","Zm00001d033794","GRMZM2G359929","MSTRG.7763"
"29479","Zm00001d033795","GRMZM2G073912","MSTRG.7765"
"29480","Zm00001d033797","GRMZM5G863645","MSTRG.7768"
"29481","Zm00001d033798","GRMZM2G015073","MSTRG.7769"
"29486","Zm00001d033799","GRMZM2G157727","MSTRG.7771"
"29488","Zm00001d033800","GRMZM5G867390","MSTRG.7767"
"29489","Zm00001d033802","GRMZM5G862643","MSTRG.7721"
"29490","Zm00001d033803","GRMZM5G813124","MSTRG.7722"
"29491","Zm00001d033805","GRMZM5G826838","MSTRG.7726"
"29492","Zm00001d033808","GRMZM5G825695","MSTRG.7731"
"29493","Zm00001d033813","GRMZM2G412793","MSTRG.7735"
"29494","Zm00001d033815","GRMZM2G077147","MSTRG.7738"
"29496","Zm00001d033817","GRMZM2G477879","MSTRG.7772"
"29497","Zm00001d033818","GRMZM2G047372","MSTRG.7775"
"29499","Zm00001d033820","GRMZM2G056909","MSTRG.7777"
"29500","Zm00001d033821","GRMZM2G056914","MSTRG.7778"
"29503","Zm00001d033822","GRMZM2G107540","MSTRG.7779"
"29504","Zm00001d033824","GRMZM2G447218","MSTRG.7782"
"29505","Zm00001d033825","GRMZM2G047038","MSTRG.7783"
"29509","Zm00001d033827","GRMZM2G071025","MSTRG.7788"
"29521","Zm00001d033830","GRMZM2G150166","MSTRG.7790"
"29523","Zm00001d033831","GRMZM2G024958","MSTRG.7804"
"29524","Zm00001d033833","GRMZM2G024958","MSTRG.7807"
"29525","Zm00001d033834","GRMZM2G133169","MSTRG.7809"
"29527","Zm00001d033835","GRMZM2G133198","MSTRG.7812"
"29528","Zm00001d033836","GRMZM2G704053","MSTRG.7810"
"29529","Zm00001d033837","GRMZM2G443453","MSTRG.7816"
"29530","Zm00001d033839","GRMZM2G143238","MSTRG.7818"
"29531","Zm00001d033840","GRMZM2G028500","MSTRG.7819"
"29532","Zm00001d033842","GRMZM2G413835","MSTRG.7822"
"29533","Zm00001d033843","GRMZM2G329864","MSTRG.7826"
"29534","Zm00001d033847","GRMZM2G019267","MSTRG.7829"
"29536","Zm00001d033848","GRMZM2G019806","MSTRG.7830"
"29539","Zm00001d033849","GRMZM2G088162","MSTRG.7828"
"29540","Zm00001d033850","GRMZM2G153292","MSTRG.7831"
"29544","Zm00001d033853","GRMZM2G179473","MSTRG.7825"
"29545","Zm00001d033854","AC211401.4_FG003","MSTRG.7835"
"29546","Zm00001d033855","GRMZM2G149576","MSTRG.7836"
"29547","Zm00001d033856","GRMZM2G450153","MSTRG.7839"
"29548","Zm00001d033857","GRMZM2G401331","MSTRG.7840"
"29552","Zm00001d033858","GRMZM2G017709","MSTRG.7842"
"29554","Zm00001d033860","GRMZM2G073754","MSTRG.7791"
"29555","Zm00001d033862","GRMZM2G054361","MSTRG.7795"
"29559","Zm00001d033863","GRMZM2G141472","MSTRG.7796"
"29562","Zm00001d033866","GRMZM2G101460","MSTRG.7799"
"29565","Zm00001d033869","GRMZM2G092198","MSTRG.7801"
"29566","Zm00001d033870","GRMZM2G092091","MSTRG.7802"
"29571","Zm00001d033872","GRMZM2G049349","MSTRG.7847"
"29574","Zm00001d033873","GRMZM2G061442","MSTRG.7849"
"29577","Zm00001d033874","GRMZM2G137891","MSTRG.7850"
"29578","Zm00001d033876","GRMZM2G178261","MSTRG.7851"
"29586","Zm00001d033877","GRMZM2G089118","MSTRG.7852"
"29587","Zm00001d033878","GRMZM2G089102","MSTRG.7855"
"29588","Zm00001d033879","GRMZM2G125170","MSTRG.7856"
"29589","Zm00001d033882","GRMZM2G082633","MSTRG.7858"
"29591","Zm00001d033883","GRMZM2G058884","MSTRG.7859"
"29592","Zm00001d033884","GRMZM2G359217","MSTRG.7860"
"29597","Zm00001d033886","AC233878.1_FG004","MSTRG.7863"
"29598","Zm00001d033890","GRMZM2G179906","MSTRG.7869"
"29599","Zm00001d033893","GRMZM2G090112","MSTRG.7880"
"29602","Zm00001d033895","GRMZM2G050914","MSTRG.7883"
"29604","Zm00001d033896","GRMZM2G027059","MSTRG.7872"
"29608","Zm00001d033897","GRMZM2G143142","MSTRG.7861"
"29609","Zm00001d033898","GRMZM2G396114","MSTRG.7888"
"29611","Zm00001d033901","GRMZM2G481187","MSTRG.7891"
"29612","Zm00001d033902","GRMZM2G481194","MSTRG.7893"
"29613","Zm00001d033903","GRMZM2G180232","MSTRG.7894"
"29614","Zm00001d033905","GRMZM2G180246","MSTRG.7896"
"29616","Zm00001d033906","GRMZM2G108115","MSTRG.7897"
"29617","Zm00001d033909","GRMZM2G090043","MSTRG.7900"
"29618","Zm00001d033910","GRMZM2G391936","MSTRG.7901"
"29620","Zm00001d033912","GRMZM2G164085","MSTRG.7903"
"29621","Zm00001d033913","GRMZM2G164088","MSTRG.7905"
"29622","Zm00001d033915","GRMZM2G147917","MSTRG.7907"
"29626","Zm00001d033916","GRMZM2G147900","MSTRG.7910"
"29629","Zm00001d033917","GRMZM2G147849","MSTRG.7899"
"29630","Zm00001d033922","GRMZM2G131575","MSTRG.7918"
"29634","Zm00001d033924","GRMZM2G115839","MSTRG.7920"
"29635","Zm00001d033925","GRMZM2G416388","MSTRG.7919"
"29642","Zm00001d033926","GRMZM2G116635","MSTRG.7921"
"29643","Zm00001d033927","GRMZM2G361593","MSTRG.7922"
"29645","Zm00001d033927","GRMZM2G416426","MSTRG.7922"
"29649","Zm00001d033928","GRMZM2G361662","MSTRG.7923"
"29650","Zm00001d033931","GRMZM2G442658","MSTRG.7925"
"29658","Zm00001d033932","GRMZM2G133652","MSTRG.7926"
"29664","Zm00001d033933","GRMZM2G133749","MSTRG.7927"
"29665","Zm00001d033935","GRMZM2G033135","MSTRG.7950"
"29667","Zm00001d033939","GRMZM2G008517","MSTRG.7955"
"29668","Zm00001d033941","GRMZM2G169825","MSTRG.7958"
"29669","Zm00001d033942","GRMZM2G472278","MSTRG.7960"
"29670","Zm00001d033943","GRMZM2G095798","MSTRG.7961"
"29671","Zm00001d033945","GRMZM2G396451","MSTRG.7963"
"29672","Zm00001d033948","GRMZM5G877929","MSTRG.7967"
"29673","Zm00001d033950","GRMZM2G095519","MSTRG.7968"
"29674","Zm00001d033951","GRMZM2G095511","MSTRG.7969"
"29677","Zm00001d033953","GRMZM2G089001","MSTRG.7972"
"29678","Zm00001d033954","GRMZM2G301071","MSTRG.7970"
"29684","Zm00001d033955","GRMZM2G001869","MSTRG.7970"
"29688","Zm00001d033957","GRMZM2G301089","MSTRG.7966"
"29691","Zm00001d033961","GRMZM2G398608","MSTRG.7976"
"29692","Zm00001d033965","GRMZM2G018487","MSTRG.7974"
"29694","Zm00001d033966","GRMZM2G322001","MSTRG.7977"
"29695","Zm00001d033967","GRMZM2G018798","MSTRG.7981"
"29696","Zm00001d033968","GRMZM2G460594","MSTRG.7983"
"29697","Zm00001d033969","GRMZM2G159295","MSTRG.7975"
"29700","Zm00001d033976","GRMZM2G159285","MSTRG.7989"
"29703","Zm00001d033977","GRMZM2G149681","MSTRG.7991"
"29705","Zm00001d033978","GRMZM2G449558","MSTRG.7992"
"29706","Zm00001d033979","GRMZM2G149775","MSTRG.7994"
"29707","Zm00001d033980","GRMZM2G149923","MSTRG.7995"
"29709","Zm00001d033981","GRMZM2G149952","MSTRG.7982"
"29711","Zm00001d033982","GRMZM2G155312","MSTRG.7998"
"29712","Zm00001d033983","GRMZM2G169671","MSTRG.7990"
"29714","Zm00001d033984","GRMZM2G056645","MSTRG.7997"
"29715","Zm00001d033985","GRMZM2G010034","MSTRG.7931"
"29719","Zm00001d033986","GRMZM2G009895","MSTRG.7933"
"29722","Zm00001d033987","GRMZM2G003489","MSTRG.7934"
"29724","Zm00001d033988","GRMZM2G074395","MSTRG.7937"
"29725","Zm00001d033989","GRMZM2G128564","MSTRG.7940"
"29726","Zm00001d033990","GRMZM2G128617","MSTRG.7942"
"29727","Zm00001d033991","GRMZM2G131629","MSTRG.7943"
"29728","Zm00001d033992","GRMZM2G078416","MSTRG.7944"
"29735","Zm00001d033993","GRMZM2G078275","MSTRG.7945"
"29736","Zm00001d033994","GRMZM2G078252","MSTRG.7935"
"29738","Zm00001d033995","GRMZM2G377131","MSTRG.7939"
"29739","Zm00001d033998","GRMZM2G472226","MSTRG.7936"
"29740","Zm00001d033999","GRMZM2G171248","MSTRG.7948"
"29742","Zm00001d034000","GRMZM2G472171","MSTRG.7946"
"29743","Zm00001d034001","GRMZM2G025906","MSTRG.7949"
"29744","Zm00001d034002","GRMZM2G025857","MSTRG.7930"
"29745","Zm00001d034003","GRMZM2G025793","MSTRG.7929"
"29746","Zm00001d034004","GRMZM2G173852","MSTRG.8001"
"29748","Zm00001d034005","GRMZM2G126338","MSTRG.8002"
"29750","Zm00001d034006","GRMZM5G813111","MSTRG.8003"
"29752","Zm00001d034007","GRMZM2G011373","MSTRG.8009"
"29753","Zm00001d034010","GRMZM2G009843","MSTRG.8014"
"29754","Zm00001d034011","GRMZM2G010037","MSTRG.8014"
"29755","Zm00001d034012","GRMZM2G456690","MSTRG.8015"
"29756","Zm00001d034013","GRMZM5G802858","MSTRG.8017"
"29757","Zm00001d034015","GRMZM2G017186","MSTRG.8012"
"29762","Zm00001d034019","GRMZM2G016546","MSTRG.8022"
"29764","Zm00001d034020","GRMZM2G099907","MSTRG.8024"
"29766","Zm00001d034022","GRMZM2G099944","MSTRG.8023"
"29768","Zm00001d034023","GRMZM2G100084","MSTRG.8026"
"29769","Zm00001d034025","GRMZM2G446999","MSTRG.8029"
"29770","Zm00001d034026","GRMZM2G145950","MSTRG.8023"
"29772","Zm00001d034027","GRMZM2G145974","MSTRG.8031"
"29773","Zm00001d034028","GRMZM2G146000","MSTRG.8032"
"29774","Zm00001d034030","GRMZM2G177867","MSTRG.8036"
"29775","Zm00001d034032","GRMZM2G177928","MSTRG.8005"
"29776","Zm00001d034033","GRMZM5G815323","MSTRG.8006"
"29778","Zm00001d034034","GRMZM2G421500","MSTRG.8007"
"29781","Zm00001d034035","GRMZM2G421491","MSTRG.8008"
"29785","Zm00001d034036","GRMZM2G058158","MSTRG.8037"
"29786","Zm00001d034037","GRMZM2G058032","MSTRG.8043"
"29788","Zm00001d034038","GRMZM2G057935","MSTRG.8044"
"29791","Zm00001d034039","GRMZM2G083677","MSTRG.8045"
"29793","Zm00001d034042","GRMZM2G164249","MSTRG.8048"
"29794","Zm00001d034043","GRMZM2G464782","MSTRG.8050"
"29795","Zm00001d034047","GRMZM2G032339","MSTRG.8055"
"29798","Zm00001d034048","GRMZM2G021781","MSTRG.8056"
"29799","Zm00001d034049","GRMZM5G826714","MSTRG.8057"
"29800","Zm00001d034050","GRMZM2G128016","MSTRG.8060"
"29802","Zm00001d034054","GRMZM2G024051","MSTRG.8068"
"29803","Zm00001d034055","GRMZM2G024231","MSTRG.8069"
"29809","Zm00001d034058","GRMZM2G071133","MSTRG.8071"
"29810","Zm00001d034059","GRMZM2G090422","MSTRG.8072"
"29811","Zm00001d034062","GRMZM2G123714","MSTRG.8063"
"29813","Zm00001d034063","GRMZM2G123732","MSTRG.8062"
"29816","Zm00001d034064","GRMZM2G023833","MSTRG.8076"
"29817","Zm00001d034066","GRMZM2G031138","MSTRG.8078"
"29819","Zm00001d034067","GRMZM2G328224","MSTRG.8077"
"29821","Zm00001d034070","GRMZM2G398275","MSTRG.8081"
"29822","Zm00001d034072","GRMZM2G328500","MSTRG.8074"
"29823","Zm00001d034073","GRMZM2G143204","MSTRG.8083"
"29825","Zm00001d034074","GRMZM2G074158","MSTRG.8084"
"29828","Zm00001d034076","GRMZM2G074317","MSTRG.8086"
"29832","Zm00001d034077","GRMZM2G146015","MSTRG.8087"
"29833","Zm00001d034078","GRMZM2G437711","Zm00001d034078"
"29834","Zm00001d034080","GRMZM2G330218","MSTRG.8092"
"29839","Zm00001d034081","GRMZM2G029536","MSTRG.8093"
"29843","Zm00001d034082","GRMZM2G166999","MSTRG.8090"
"29844","Zm00001d034083","GRMZM2G007997","MSTRG.8095"
"29845","Zm00001d034084","GRMZM2G008029","MSTRG.8096"
"29848","Zm00001d034085","GRMZM2G008072","MSTRG.8097"
"29852","Zm00001d034087","GRMZM2G147596","MSTRG.8098"
"29853","Zm00001d034088","GRMZM2G147589","MSTRG.8099"
"29854","Zm00001d034089","GRMZM2G454980","MSTRG.8101"
"29855","Zm00001d034090","GRMZM2G014955","MSTRG.8094"
"29856","Zm00001d034091","GRMZM2G074501","Zm00001d034091"
"29857","Zm00001d034099","GRMZM2G395728","MSTRG.8143"
"29858","Zm00001d034107","GRMZM2G039278","MSTRG.8151"
"29859","Zm00001d034108","GRMZM2G351582","MSTRG.8152"
"29860","Zm00001d034109","GRMZM2G050512","MSTRG.8152"
"29861","Zm00001d034110","GRMZM2G098822","MSTRG.8155"
"29862","Zm00001d034111","GRMZM2G389645","MSTRG.8156"
"29863","Zm00001d034112","GRMZM2G091578","MSTRG.8154"
"29865","Zm00001d034115","GRMZM2G151480","MSTRG.8161"
"29866","Zm00001d034116","GRMZM2G159715","MSTRG.8163"
"29867","Zm00001d034118","GRMZM2G105185","MSTRG.8165"
"29868","Zm00001d034124","GRMZM2G348578","MSTRG.8173"
"29869","Zm00001d034125","GRMZM2G047855","MSTRG.8166"
"29872","Zm00001d034126","GRMZM2G047759","MSTRG.8175"
"29874","Zm00001d034129","GRMZM2G047456","MSTRG.8178"
"29876","Zm00001d034130","GRMZM2G047422","MSTRG.8181"
"29877","Zm00001d034131","GRMZM5G892361","MSTRG.8176"
"29878","Zm00001d034133","GRMZM2G105025","MSTRG.8174"
"29881","Zm00001d034137","GRMZM2G007399","MSTRG.8184"
"29882","Zm00001d034139","GRMZM2G307252","MSTRG.8185"
"29886","Zm00001d034143","GRMZM2G099305","MSTRG.8183"
"29889","Zm00001d034145","GRMZM2G400714","MSTRG.8190"
